Child: 0, type: 3, width: 488, height: 305
Child: 1, type: 5, width: 485, height: 300
Child: 2, type: 5, width: 7, height: 241
Child: 3, type: 5, width: 32, height: 32
Child: 4, type: 5, width: 32, height: 243
Child: 5, type: 5, width: 424, height: 7
Child: 6, type: 5, width: 423, height: 32
Child: 7, type: 5, width: 32, height: 32
Child: 8, type: 5, width: 32, height: 32
Child: 9, type: 5, width: 32, height: 32
Child: 10, type: 5, width: 465, height: 6
Child: 11, type: 5, width: 32, height: 32
Child: 12, type: 5, width: 32, height: 32
Child: 13, type: 5, width: 16, height: 16
Child: 14, message: 
Child: 15, type: 5, width: 474, height: 32
Child: 16, type: 5, width: 20, height: 20
Child: 17, type: 0, width: 166, height: 33
Child: 18, type: 5, width: 93, height: 20
Child: 19, type: 5, width: 20, height: 20
Child: 20, message: Page 1 of 7
Child: 21, type: 5, width: 16, height: 16
Child: 22, type: 5, width: 16, height: 16
Child: 23, type: 0, width: 512, height: 334
Child: 24, type: 0, width: 16, height: 235
Child: 25, type: 0, width: 474, height: 235
Child: 26, type: 5, width: 9, height: 24
Child: 27, type: 5, width: 122, height: 9
Child: 28, type: 5, width: 122, height: 9
Child: 29, type: 5, width: 9, height: 24
Child: 30, message: Shortcut keys
Child: 31, type: 5, width: 9, height: 9
Child: 32, type: 5, width: 9, height: 9
Child: 33, type: 5, width: 9, height: 9
Child: 34, type: 5, width: 9, height: 9
Child: 35, type: 0, width: 149, height: 33
