Child: 0, type: 3, width: 16384, height: 16384
Child: 1, type: 3, width: 486, height: 4
Child: 2, type: 3, width: 4, height: 15
Child: 3, type: 3, width: 4, height: 305
Child: 4, type: 6, width: 492, height: 322
Child: 5, type: 6, width: 32, height: 29
Child: 6, type: 0, width: 412, height: 332
Child: 7, type: 0, width: 512, height: 334
Child: 8, type: 0, width: 412, height: 332
Child: 9, type: 5, width: 64, height: 88
Child: 10, type: 0, width: 512, height: 334
Child: 11, type: 5, width: 64, height: 88
Child: 12, type: 5, width: 64, height: 88
Child: 13, type: 5, width: 64, height: 88
Child: 14, type: 5, width: 64, height: 88
Child: 15, type: 5, width: 64, height: 88
Child: 16, type: 5, width: 64, height: 88
Child: 17, type: 5, width: 64, height: 88
Child: 18, type: 5, width: 64, height: 88
Child: 19, type: 5, width: 64, height: 88
Child: 20, type: 5, width: 64, height: 88
Child: 21, type: 5, width: 64, height: 88
Child: 22, type: 5, width: 64, height: 88
Child: 23, type: 5, width: 64, height: 88
Child: 24, type: 5, width: 64, height: 88
Child: 25, message: Text for testing, remove at will. Text for testing, remove at will. Text for testing, remove at will. Text for testing, remove at will. Text for testing, remove at will. Text for testing, remove at will. 
Child: 26, type: 5, width: 29, height: 29
Child: 27, type: 6, width: 65, height: 89
Child: 28, type: 6, width: 65, height: 89
Child: 29, type: 6, width: 65, height: 89
Child: 30, type: 6, width: 65, height: 89
Child: 31, type: 6, width: 65, height: 89
Child: 32, type: 6, width: 65, height: 89
Child: 33, type: 6, width: 65, height: 89
Child: 34, type: 6, width: 65, height: 89
Child: 35, type: 6, width: 65, height: 89
Child: 36, type: 6, width: 65, height: 89
Child: 37, type: 6, width: 65, height: 89
Child: 38, type: 6, width: 65, height: 89
Child: 39, type: 6, width: 65, height: 89
Child: 40, type: 6, width: 65, height: 89
Child: 41, type: 6, width: 65, height: 89
Child: 42, type: 6, width: 41, height: 34
Child: 43, type: 6, width: 41, height: 34
Child: 44, type: 6, width: 41, height: 34
Child: 45, type: 6, width: 41, height: 34
Child: 46, type: 6, width: 41, height: 34
Child: 47, type: 6, width: 41, height: 34
Child: 48, type: 6, width: 41, height: 34
Child: 49, type: 6, width: 41, height: 34
Child: 50, type: 6, width: 41, height: 34
Child: 51, type: 6, width: 41, height: 34
Child: 52, type: 6, width: 41, height: 34
Child: 53, type: 6, width: 41, height: 34
Child: 54, type: 6, width: 41, height: 34
Child: 55, type: 6, width: 41, height: 34
Child: 56, type: 6, width: 41, height: 34
Child: 57, type: 6, width: 60, height: 89
Child: 58, type: 6, width: 60, height: 89
Child: 59, type: 6, width: 60, height: 89
Child: 60, type: 6, width: 60, height: 89
Child: 61, type: 6, width: 60, height: 89
Child: 62, type: 6, width: 60, height: 89
Child: 63, type: 6, width: 60, height: 89
Child: 64, type: 6, width: 60, height: 89
Child: 65, type: 6, width: 60, height: 89
Child: 66, type: 6, width: 60, height: 89
Child: 67, type: 6, width: 60, height: 89
Child: 68, type: 6, width: 60, height: 89
Child: 69, type: 6, width: 60, height: 89
Child: 70, type: 6, width: 60, height: 89
Child: 71, type: 6, width: 60, height: 89
Child: 72, type: 5, width: 25, height: 25
Child: 73, type: 5, width: 25, height: 25
Child: 74, type: 5, width: 25, height: 25
Child: 75, type: 5, width: 25, height: 25
Child: 76, type: 5, width: 25, height: 25
Child: 77, type: 5, width: 25, height: 25
Child: 78, type: 5, width: 25, height: 25
Child: 79, type: 5, width: 25, height: 25
Child: 80, type: 5, width: 25, height: 25
Child: 81, type: 5, width: 25, height: 25
Child: 82, type: 5, width: 25, height: 25
Child: 83, type: 5, width: 25, height: 25
Child: 84, type: 5, width: 25, height: 25
Child: 85, type: 5, width: 25, height: 25
Child: 86, type: 5, width: 25, height: 25
Child: 87, type: 0, width: 518, height: 339
