Child: 0, type: 5, width: 36, height: 36
Child: 1, type: 5, width: 36, height: 36
Child: 2, type: 5, width: 36, height: 36
Child: 3, type: 5, width: 36, height: 36
Child: 4, type: 5, width: 36, height: 36
Child: 5, type: 5, width: 36, height: 36
Child: 6, type: 5, width: 36, height: 36
Child: 7, type: 5, width: 36, height: 36
Child: 8, type: 5, width: 36, height: 36
Child: 9, type: 5, width: 36, height: 36
Child: 10, type: 5, width: 36, height: 36
Child: 11, type: 5, width: 36, height: 36
Child: 12, type: 5, width: 36, height: 36
Child: 13, type: 5, width: 36, height: 36
Child: 14, type: 5, width: 36, height: 36
Child: 15, type: 5, width: 36, height: 36
Child: 16, type: 5, width: 36, height: 36
Child: 17, type: 5, width: 36, height: 36
Child: 18, type: 5, width: 36, height: 36
Child: 19, type: 5, width: 36, height: 36
Child: 20, type: 5, width: 36, height: 36
Child: 21, type: 5, width: 36, height: 36
Child: 22, type: 5, width: 36, height: 36
Child: 23, type: 5, width: 9, height: 9
Child: 24, type: 5, width: 9, height: 9
Child: 25, type: 5, width: 9, height: 9
Child: 26, type: 5, width: 9, height: 9
Child: 27, type: 5, width: 9, height: 9
inventory type: 15 slots, width: 3, height: 5, 28
Child: 29, type: 5, width: 9, height: 9
Child: 30, type: 5, width: 9, height: 9
Child: 31, type: 5, width: 9, height: 9
Child: 32, type: 5, width: 9, height: 9
Child: 33, type: 5, width: 9, height: 9
Child: 34, type: 5, width: 9, height: 9
Child: 35, type: 5, width: 9, height: 9
Child: 36, type: 5, width: 9, height: 9
Child: 37, type: 5, width: 9, height: 9
Child: 38, type: 5, width: 9, height: 9
Child: 39, type: 5, width: 9, height: 9
Child: 40, type: 5, width: 9, height: 9
Child: 41, type: 5, width: 9, height: 9
Child: 42, type: 5, width: 9, height: 9
Child: 43, type: 5, width: 9, height: 9
Child: 44, type: 5, width: 9, height: 9
Child: 45, type: 5, width: 9, height: 9
Child: 46, type: 5, width: 9, height: 9
Child: 47, type: 5, width: 9, height: 9
Child: 48, type: 5, width: 9, height: 9
Child: 49, type: 5, width: 9, height: 9
Child: 50, type: 5, width: 34, height: 34
Child: 51, type: 5, width: 34, height: 34
Child: 52, type: 5, width: 9, height: 9
Child: 53, type: 5, width: 9, height: 9
Child: 54, type: 5, width: 9, height: 9
Child: 55, type: 5, width: 9, height: 9
Child: 56, type: 5, width: 9, height: 9
Child: 57, type: 5, width: 9, height: 9
Child: 58, type: 8, width: 34, height: 34
Child: 59, type: 8, width: 34, height: 34
