Child: 0, type: 6, width: 32, height: 32
Child: 1, type: 6, width: 32, height: 32
Child: 2, type: 6, width: 32, height: 32
Child: 3, type: 6, width: 32, height: 32
Child: 4, type: 6, width: 32, height: 32
Child: 5, type: 6, width: 32, height: 32
Child: 6, type: 6, width: 32, height: 32
Child: 7, type: 6, width: 32, height: 32
Child: 8, type: 6, width: 32, height: 32
Child: 9, type: 6, width: 32, height: 32
Child: 10, type: 6, width: 32, height: 32
Child: 11, type: 6, width: 32, height: 32
Child: 12, type: 6, width: 32, height: 32
Child: 13, type: 6, width: 32, height: 32
Child: 14, type: 6, width: 32, height: 32
Child: 15, type: 6, width: 32, height: 32
Child: 16, type: 6, width: 32, height: 32
Child: 17, type: 6, width: 32, height: 32
Child: 18, type: 6, width: 32, height: 32
Child: 19, type: 6, width: 32, height: 32
Child: 20, type: 6, width: 32, height: 32
Child: 21, type: 6, width: 32, height: 32
Child: 22, type: 6, width: 32, height: 32
Child: 23, type: 6, width: 32, height: 32
Child: 24, type: 6, width: 32, height: 32
Child: 25, type: 6, width: 32, height: 32
Child: 26, type: 6, width: 32, height: 32
Child: 27, type: 6, width: 32, height: 32
Child: 28, type: 6, width: 32, height: 32
Child: 29, type: 6, width: 32, height: 32
Child: 30, type: 6, width: 32, height: 32
Child: 31, type: 0, width: 512, height: 320
Child: 32, type: 0, width: 512, height: 320
Child: 33, type: 0, width: 512, height: 320
Child: 34, type: 0, width: 512, height: 320
Child: 35, type: 0, width: 512, height: 320
Child: 36, type: 0, width: 512, height: 320
Child: 37, type: 0, width: 512, height: 320
Child: 38, type: 0, width: 512, height: 320
Child: 39, type: 0, width: 512, height: 320
Child: 40, type: 0, width: 512, height: 320
Child: 41, type: 0, width: 512, height: 320
Child: 42, type: 0, width: 512, height: 320
Child: 43, type: 0, width: 512, height: 320
Child: 44, type: 0, width: 512, height: 320
Child: 45, type: 0, width: 512, height: 320
Child: 46, type: 0, width: 512, height: 320
Child: 47, type: 0, width: 512, height: 320
Child: 48, type: 0, width: 512, height: 320
Child: 49, type: 3, width: 120, height: 80
Child: 50, type: 3, width: 120, height: 120
Child: 51, type: 3, width: 120, height: 120
Child: 52, type: 5, width: 26, height: 23
Child: 53, type: 5, width: 26, height: 23
Child: 54, type: 0, width: 32, height: 32
