Child: 0, type: 3, width: 515, height: 335
Child: 1, type: 6, width: 285, height: 425
Child: 2, type: 6, width: 197, height: 259
Child: 3, type: 6, width: 65, height: 59
Child: 4, type: 6, width: 61, height: 50
Child: 5, type: 6, width: 31, height: 25
Child: 6, type: 0, width: 38, height: 38
Child: 7, type: 0, width: 38, height: 38
Child: 8, type: 6, width: 35, height: 144
Child: 9, type: 5, width: 36, height: 32
Child: 10, type: 5, width: 36, height: 32
Child: 11, type: 5, width: 36, height: 32
Child: 12, type: 5, width: 36, height: 32
Child: 13, type: 5, width: 26, height: 23
Child: 14, type: 0, width: 32, height: 32
Child: 15, type: 5, width: 36, height: 32
Child: 16, type: 5, width: 36, height: 32
Child: 17, type: 5, width: 36, height: 32
Child: 18, type: 0, width: 160, height: 227
Child: 19, type: 0, width: 160, height: 227
Child: 20, type: 6, width: 18, height: 37
Child: 21, type: 6, width: 18, height: 37
Child: 22, type: 0, width: 512, height: 334
Child: 23, type: 0, width: 10, height: 10
Child: 24, type: 0, width: 10, height: 10
Child: 25, type: 0, width: 16391, height: 16391
Child: 26, type: 0, width: 16391, height: 16391
Child: 27, type: 5, width: 32, height: 334
Child: 28, type: 5, width: 462, height: 32
Child: 29, type: 5, width: 512, height: 32
Child: 30, type: 5, width: 32, height: 334
Child: 31, type: 5, width: 32, height: 32
Child: 32, type: 5, width: 32, height: 32
Child: 33, type: 5, width: 32, height: 32
Child: 34, type: 5, width: 32, height: 32
Child: 35, type: 0, width: 8192, height: 16391
Child: 36, type: 0, width: 8188, height: 16391
Child: 37, type: 0, width: 16391, height: 8192
Child: 38, type: 0, width: 16391, height: 8182
Child: 39, type: 0, width: 512, height: 334
Child: 40, type: 5, width: 256, height: 16384
Child: 41, type: 5, width: 256, height: 16391
Child: 42, type: 5, width: 16391, height: 167
Child: 43, type: 5, width: 16391, height: 166
