Child: 0, type: 3, width: 512, height: 334
Child: 1, type: 3, width: 512, height: 20
Child: 2, type: 3, width: 232, height: 236
Child: 3, type: 3, width: 220, height: 222
Child: 4, type: 3, width: 43, height: 43
Child: 5, type: 3, width: 43, height: 43
Child: 6, type: 3, width: 43, height: 43
Child: 7, type: 3, width: 43, height: 43
Child: 8, type: 3, width: 43, height: 43
Child: 9, type: 3, width: 43, height: 43
Child: 10, type: 3, width: 43, height: 43
Child: 11, type: 3, width: 43, height: 43
Child: 12, type: 3, width: 43, height: 43
Child: 13, type: 3, width: 43, height: 43
Child: 14, type: 3, width: 43, height: 43
Child: 15, type: 3, width: 43, height: 43
Child: 16, type: 3, width: 43, height: 43
Child: 17, type: 3, width: 43, height: 43
Child: 18, type: 3, width: 43, height: 43
Child: 19, type: 3, width: 43, height: 43
Child: 20, type: 3, width: 33, height: 32
Child: 21, type: 3, width: 33, height: 32
Child: 22, type: 3, width: 33, height: 32
Child: 23, type: 3, width: 33, height: 32
Child: 24, type: 3, width: 33, height: 32
Child: 25, type: 3, width: 33, height: 32
Child: 26, type: 3, width: 33, height: 32
Child: 27, type: 3, width: 33, height: 32
Child: 28, type: 3, width: 33, height: 32
Child: 29, type: 3, width: 33, height: 32
Child: 30, type: 3, width: 33, height: 32
Child: 31, type: 3, width: 33, height: 32
Child: 32, type: 3, width: 33, height: 32
Child: 33, type: 3, width: 33, height: 32
Child: 34, type: 3, width: 33, height: 32
Child: 35, type: 3, width: 33, height: 32
Child: 36, type: 3, width: 89, height: 31
Child: 37, type: 3, width: 113, height: 174
Child: 38, type: 3, width: 93, height: 149
Child: 39, type: 3, width: 113, height: 174
Child: 40, type: 3, width: 93, height: 149
Child: 41, message: open casket
Child: 42, type: 0, width: 42, height: 42
Child: 43, type: 6, width: 32, height: 32
Child: 44, type: 6, width: 32, height: 32
Child: 45, type: 0, width: 42, height: 42
Child: 46, type: 6, width: 32, height: 32
Child: 47, type: 6, width: 32, height: 32
Child: 48, type: 0, width: 42, height: 42
Child: 49, type: 6, width: 32, height: 32
Child: 50, type: 6, width: 32, height: 32
Child: 51, type: 0, width: 42, height: 42
Child: 52, type: 6, width: 32, height: 32
Child: 53, type: 6, width: 32, height: 32
Child: 54, type: 0, width: 42, height: 42
Child: 55, type: 6, width: 32, height: 32
Child: 56, type: 6, width: 32, height: 32
Child: 57, type: 6, width: 32, height: 32
Child: 58, type: 6, width: 32, height: 32
Child: 59, type: 6, width: 32, height: 32
Child: 60, type: 6, width: 32, height: 32
Child: 61, type: 6, width: 32, height: 32
inventory type: 16 slots, width: 4, height: 4, 62
Child: 63, type: 5, width: 26, height: 23
Child: 64, type: 5, width: 26, height: 23
Child: 65, type: 0, width: 32, height: 32
