Child: 0, type: 5, width: 88, height: 60
Child: 1, type: 5, width: 88, height: 60
Child: 2, type: 5, width: 88, height: 60
Child: 3, type: 5, width: 88, height: 60
Child: 4, type: 5, width: 88, height: 60
Child: 5, type: 5, width: 88, height: 60
Child: 6, type: 5, width: 88, height: 60
Child: 7, type: 5, width: 88, height: 60
Child: 8, type: 5, width: 88, height: 60
Child: 9, type: 5, width: 88, height: 60
Child: 10, type: 5, width: 88, height: 60
Child: 11, type: 5, width: 88, height: 60
Child: 12, type: 5, width: 88, height: 60
Child: 13, type: 5, width: 88, height: 60
Child: 14, type: 5, width: 88, height: 60
Child: 15, type: 5, width: 88, height: 60
Child: 16, type: 5, width: 36, height: 36
Child: 17, type: 5, width: 25, height: 30
Child: 18, type: 5, width: 36, height: 36
Child: 19, type: 5, width: 36, height: 36
Child: 20, type: 5, width: 36, height: 36
Child: 21, type: 5, width: 36, height: 36
Child: 22, type: 5, width: 36, height: 36
Child: 23, type: 5, width: 36, height: 36
Child: 24, type: 5, width: 36, height: 36
Child: 25, type: 5, width: 36, height: 36
Child: 26, type: 5, width: 36, height: 36
Child: 27, type: 5, width: 36, height: 36
Child: 28, type: 5, width: 36, height: 36
Child: 29, type: 5, width: 36, height: 36
Child: 30, type: 5, width: 36, height: 36
Child: 31, type: 5, width: 36, height: 36
Child: 32, type: 5, width: 36, height: 36
Child: 33, type: 5, width: 36, height: 36
Child: 34, type: 5, width: 36, height: 36
Child: 35, type: 5, width: 36, height: 36
Child: 36, type: 5, width: 36, height: 36
Child: 37, type: 5, width: 36, height: 36
Child: 38, type: 5, width: 36, height: 36
Child: 39, type: 5, width: 36, height: 36
Child: 40, type: 5, width: 36, height: 36
Child: 41, type: 5, width: 36, height: 36
Child: 42, type: 5, width: 36, height: 36
Child: 43, type: 5, width: 36, height: 36
Child: 44, type: 5, width: 36, height: 36
Child: 45, type: 5, width: 36, height: 36
Child: 46, type: 5, width: 36, height: 36
Child: 47, type: 5, width: 36, height: 36
Child: 48, type: 5, width: 25, height: 30
Child: 49, type: 5, width: 25, height: 30
Child: 50, type: 5, width: 25, height: 30
Child: 51, type: 5, width: 36, height: 36
Child: 52, type: 5, width: 36, height: 36
Child: 53, type: 5, width: 36, height: 36
Child: 54, type: 5, width: 36, height: 36
Child: 55, type: 5, width: 36, height: 36
Child: 56, type: 5, width: 36, height: 36
Child: 57, type: 5, width: 36, height: 36
Child: 58, type: 5, width: 36, height: 36
Child: 59, type: 5, width: 36, height: 36
Child: 60, message: The Bank of RuneScape - Deposit Box
inventory type: 28 slots, width: 7, height: 4, 61
Child: 62, type: 5, width: 26, height: 23
Child: 63, type: 5, width: 26, height: 23
Child: 64, type: 0, width: 32, height: 32
Child: 65, type: 5, width: 21, height: 21
