Child: 0, type: 6, width: 325, height: 310
Child: 1, type: 6, width: 24, height: 22
Child: 2, type: 6, width: 98, height: 85
Child: 3, type: 6, width: 87, height: 98
Child: 4, type: 6, width: 99, height: 85
Child: 5, type: 6, width: 87, height: 97
Child: 6, type: 6, width: 49, height: 49
Child: 7, type: 0, width: 200, height: 210
Child: 8, type: 6, width: 7, height: 11
Child: 9, type: 6, width: 10, height: 10
Child: 10, type: 6, width: 9, height: 9
Child: 11, type: 6, width: 10, height: 10
Child: 12, type: 6, width: 7, height: 11
Child: 13, type: 6, width: 12, height: 7
Child: 14, type: 6, width: 12, height: 7
Child: 15, type: 6, width: 7, height: 3
Child: 16, type: 6, width: 7, height: 3
Child: 17, type: 6, width: 7, height: 3
Child: 18, type: 6, width: 3, height: 7
Child: 19, type: 6, width: 3, height: 7
Child: 20, type: 6, width: 3, height: 7
Child: 21, type: 6, width: 7, height: 3
Child: 22, type: 6, width: 3, height: 7
Child: 23, type: 6, width: 3, height: 7
Child: 24, message: 3E
Child: 25, message: 3N
Child: 26, message: 1E
Child: 27, message: 2N
Child: 28, type: 6, width: 18, height: 23
Child: 29, type: 6, width: 18, height: 23
Child: 30, type: 6, width: 18, height: 23
Child: 31, type: 6, width: 18, height: 23
Child: 32, type: 6, width: 18, height: 23
Child: 33, type: 6, width: 18, height: 23
Child: 34, type: 6, width: 18, height: 23
Child: 35, type: 6, width: 18, height: 23
Child: 36, type: 6, width: 18, height: 23
Child: 37, type: 6, width: 18, height: 23
Child: 38, type: 6, width: 18, height: 23
Child: 39, type: 6, width: 18, height: 23
Child: 40, type: 6, width: 18, height: 23
Child: 41, type: 6, width: 18, height: 23
Child: 42, type: 6, width: 18, height: 23
Child: 43, type: 6, width: 18, height: 23
Child: 44, type: 5, width: 26, height: 23
Child: 45, type: 6, width: 27, height: 27
Child: 46, type: 6, width: 27, height: 27
Child: 47, type: 6, width: 28, height: 28
Child: 48, type: 6, width: 27, height: 27
Child: 49, type: 6, width: 16, height: 36
Child: 50, type: 6, width: 28, height: 28
Child: 51, type: 6, width: 27, height: 27
Child: 52, type: 6, width: 25, height: 26
Child: 53, type: 6, width: 16, height: 16
Child: 54, type: 6, width: 28, height: 28
Child: 55, type: 6, width: 28, height: 28
Child: 56, type: 6, width: 27, height: 27
Child: 57, type: 6, width: 28, height: 28
Child: 58, type: 0, width: 512, height: 334
