Child: 0, type: 3, width: 371, height: 305
Child: 1, type: 5, width: 362, height: 300
Child: 2, type: 5, width: 32, height: 241
Child: 3, type: 5, width: 32, height: 32
Child: 4, type: 5, width: 32, height: 243
Child: 5, type: 5, width: 307, height: 34
Child: 6, type: 5, width: 306, height: 32
Child: 7, type: 5, width: 32, height: 32
Child: 8, type: 5, width: 32, height: 32
Child: 9, type: 5, width: 32, height: 32
Child: 10, type: 5, width: 349, height: 32
Child: 11, type: 5, width: 32, height: 32
Child: 12, type: 5, width: 32, height: 32
Child: 13, type: 5, width: 16, height: 16
Child: 14, message: Familiar Inventory
Child: 15, type: 6, width: 0, height: 0
Child: 16, type: 5, width: 324, height: 32
Child: 17, type: 5, width: 324, height: 32
Child: 18, type: 5, width: 324, height: 32
Child: 19, type: 5, width: 324, height: 32
Child: 20, type: 5, width: 32, height: 264
Child: 21, type: 5, width: 32, height: 264
Child: 22, type: 5, width: 32, height: 264
Child: 23, type: 5, width: 32, height: 264
Child: 24, type: 5, width: 32, height: 264
Child: 25, type: 5, width: 32, height: 264
Child: 26, type: 6, width: 0, height: 0
Child: 27, type: 0, width: 308, height: 244
Child: 28, type: 0, width: 356, height: 292
Child: 29, type: 5, width: 21, height: 21
Child: 30, type: 0, width: 323, height: 265
