Child: 0, type: 3, width: 145, height: 14
Child: 1, type: 0, width: 188, height: 256
Child: 2, type: 6, width: 127, height: 67
Child: 3, type: 6, width: 19, height: 127
Child: 4, type: 6, width: 7, height: 103
Child: 5, type: 3, width: 23, height: 114
Child: 6, type: 3, width: 23, height: 114
Child: 7, type: 3, width: 27, height: 116
Child: 8, type: 3, width: 27, height: 116
Child: 9, type: 6, width: 61, height: 10
Child: 10, type: 6, width: 223, height: 277
Child: 11, type: 6, width: 37, height: 128
Child: 12, type: 6, width: 37, height: 128
Child: 13, type: 6, width: 39, height: 34
Child: 14, type: 6, width: 39, height: 34
Child: 15, type: 0, width: 28, height: 31
Child: 16, type: 3, width: 40, height: 35
Child: 17, type: 0, width: 28, height: 31
Child: 18, type: 3, width: 39, height: 35
Child: 19, type: 3, width: 171, height: 93
Child: 20, message: Temperature reached!<br><br>New target<br>temperature set.
Child: 21, type: 0, width: 192, height: 256
Child: 22, type: 6, width: 13, height: 13
Child: 23, type: 6, width: 13, height: 13
Child: 24, type: 6, width: 13, height: 13
Child: 25, type: 6, width: 13, height: 13
Child: 26, type: 5, width: 16, height: 16
Child: 27, type: 3, width: 38, height: 35
Child: 28, type: 3, width: 38, height: 35
Child: 29, type: 0, width: 182, height: 30
Child: 30, type: 0, width: 14, height: 21
Child: 31, type: 5, width: 25, height: 25
Child: 32, type: 5, width: 25, height: 25
Child: 33, type: 0, width: 40, height: 35
Child: 34, type: 3, width: 34, height: 31
Child: 35, type: 0, width: 40, height: 35
Child: 36, type: 3, width: 35, height: 31
