Child: 0, type: 3, width: 512, height: 334
Child: 1, type: 6, width: 323, height: 412
Child: 2, type: 6, width: 47, height: 48
Child: 3, type: 6, width: 47, height: 48
Child: 4, type: 6, width: 47, height: 48
Child: 5, type: 6, width: 47, height: 48
Child: 6, type: 0, width: 305, height: 326
Child: 7, type: 6, width: 186, height: 210
Child: 8, type: 6, width: 109, height: 207
Child: 9, type: 6, width: 202, height: 220
Child: 10, type: 6, width: 40, height: 39
Child: 11, type: 0, width: 305, height: 327
Child: 12, type: 0, width: 305, height: 326
Child: 13, type: 6, width: 179, height: 231
Child: 14, type: 6, width: 26, height: 24
Child: 15, type: 0, width: 305, height: 327
Child: 16, type: 0, width: 305, height: 326
Child: 17, type: 0, width: 305, height: 326
Child: 18, type: 0, width: 305, height: 326
Child: 19, type: 0, width: 305, height: 326
Child: 20, type: 0, width: 305, height: 326
Child: 21, type: 0, width: 305, height: 326
Child: 22, type: 6, width: 72, height: 68
Child: 23, type: 0, width: 305, height: 326
Child: 24, type: 0, width: 305, height: 326
Child: 25, type: 0, width: 305, height: 326
Child: 26, type: 6, width: 25, height: 26
Child: 27, type: 0, width: 305, height: 326
Child: 28, type: 6, width: 23, height: 25
Child: 29, type: 0, width: 305, height: 326
Child: 30, type: 6, width: 25, height: 23
Child: 31, type: 0, width: 305, height: 326
Child: 32, type: 6, width: 38, height: 37
Child: 33, type: 0, width: 305, height: 326
Child: 34, type: 6, width: 26, height: 28
Child: 35, type: 0, width: 305, height: 326
Child: 36, type: 6, width: 24, height: 21
Child: 37, type: 0, width: 305, height: 327
Child: 38, type: 0, width: 305, height: 326
Child: 39, type: 6, width: 38, height: 40
Child: 40, type: 0, width: 305, height: 327
Child: 41, type: 0, width: 305, height: 326
Child: 42, type: 6, width: 27, height: 26
Child: 43, type: 0, width: 305, height: 327
Child: 44, type: 0, width: 305, height: 326
Child: 45, type: 6, width: 41, height: 42
Child: 46, type: 0, width: 305, height: 327
Child: 47, type: 0, width: 305, height: 326
Child: 48, type: 6, width: 26, height: 26
Child: 49, type: 0, width: 305, height: 327
Child: 50, type: 0, width: 305, height: 326
Child: 51, type: 6, width: 25, height: 22
Child: 52, type: 0, width: 305, height: 327
Child: 53, type: 0, width: 305, height: 326
Child: 54, type: 6, width: 23, height: 24
Child: 55, type: 0, width: 305, height: 326
Child: 56, type: 6, width: 34, height: 34
Child: 57, type: 0, width: 305, height: 327
Child: 58, type: 0, width: 305, height: 326
Child: 59, type: 6, width: 27, height: 22
Child: 60, type: 0, width: 305, height: 327
Child: 61, type: 0, width: 305, height: 326
Child: 62, type: 6, width: 33, height: 31
Child: 63, type: 0, width: 305, height: 327
Child: 64, type: 0, width: 305, height: 326
Child: 65, type: 6, width: 32, height: 32
Child: 66, type: 0, width: 305, height: 326
Child: 67, type: 0, width: 305, height: 327
Child: 68, type: 0, width: 305, height: 326
Child: 69, type: 6, width: 24, height: 22
Child: 70, type: 0, width: 305, height: 327
Child: 71, type: 0, width: 305, height: 326
Child: 72, type: 6, width: 24, height: 23
Child: 73, type: 0, width: 305, height: 327
Child: 74, type: 0, width: 305, height: 326
Child: 75, type: 0, width: 305, height: 331
Child: 76, type: 0, width: 305, height: 331
Child: 77, type: 0, width: 305, height: 326
Child: 78, type: 0, width: 305, height: 326
Child: 79, type: 6, width: 169, height: 303
Child: 80, type: 5, width: 26, height: 23
Child: 81, type: 0, width: 32, height: 32
Child: 82, type: 3, width: 25, height: 52
Child: 83, type: 3, width: 25, height: 52
Child: 84, type: 3, width: 25, height: 52
Child: 85, type: 3, width: 25, height: 52
Child: 86, type: 3, width: 25, height: 52
Child: 87, type: 3, width: 25, height: 52
Child: 88, type: 3, width: 25, height: 52
Child: 89, type: 3, width: 25, height: 52
Child: 90, type: 0, width: 305, height: 327
Child: 91, type: 0, width: 305, height: 327
Child: 92, type: 0, width: 305, height: 327
Child: 93, type: 0, width: 305, height: 327
Child: 94, type: 0, width: 305, height: 326
Child: 95, type: 0, width: 305, height: 326
Child: 96, message: 1
Child: 97, message: 2
Child: 98, message: 3
Child: 99, message: 4
Child: 100, message: Use the valves
Child: 101, message: and the levers to
Child: 102, message: get the balls in
Child: 103, message: the holes, and 
Child: 104, message: then increase the
Child: 105, message: pressure to fill
Child: 106, message: the pipes!
Child: 107, type: 6, width: 5, height: 87
Child: 108, type: 6, width: 40, height: 39
Child: 109, type: 6, width: 40, height: 39
Child: 110, type: 6, width: 26, height: 24
Child: 111, type: 6, width: 26, height: 24
Child: 112, type: 6, width: 5, height: 57
Child: 113, type: 6, width: 4, height: 41
Child: 114, type: 6, width: 49, height: 50
Child: 115, type: 6, width: 49, height: 50
Child: 116, type: 6, width: 49, height: 50
Child: 117, type: 6, width: 49, height: 50
Child: 118, type: 6, width: 22, height: 44
Child: 119, type: 6, width: 22, height: 44
Child: 120, type: 6, width: 25, height: 26
Child: 121, type: 6, width: 23, height: 25
Child: 122, type: 6, width: 25, height: 23
Child: 123, type: 6, width: 38, height: 37
Child: 124, type: 6, width: 26, height: 28
Child: 125, type: 6, width: 24, height: 21
Child: 126, type: 6, width: 24, height: 21
Child: 127, type: 6, width: 38, height: 40
Child: 128, type: 6, width: 38, height: 40
Child: 129, type: 6, width: 27, height: 26
Child: 130, type: 6, width: 27, height: 26
Child: 131, type: 6, width: 41, height: 42
Child: 132, type: 6, width: 41, height: 42
Child: 133, type: 6, width: 26, height: 26
Child: 134, type: 6, width: 26, height: 26
Child: 135, type: 6, width: 25, height: 22
Child: 136, type: 6, width: 25, height: 22
Child: 137, type: 6, width: 23, height: 24
Child: 138, type: 6, width: 34, height: 34
Child: 139, type: 6, width: 34, height: 34
Child: 140, type: 6, width: 27, height: 22
Child: 141, type: 6, width: 27, height: 22
Child: 142, type: 6, width: 36, height: 36
Child: 143, type: 6, width: 36, height: 36
Child: 144, type: 6, width: 5, height: 120
Child: 145, type: 6, width: 35, height: 35
Child: 146, type: 6, width: 35, height: 35
Child: 147, type: 6, width: 27, height: 24
Child: 148, type: 6, width: 27, height: 24
Child: 149, type: 6, width: 26, height: 27
Child: 150, type: 6, width: 26, height: 27
Child: 151, type: 6, width: 9, height: 9
Child: 152, type: 6, width: 9, height: 9
Child: 153, type: 6, width: 11, height: 10
Child: 154, type: 6, width: 10, height: 10
Child: 155, type: 5, width: 26, height: 23
Child: 156, type: 6, width: 7, height: 7
Child: 157, type: 6, width: 9, height: 8
Child: 158, type: 6, width: 7, height: 7
Child: 159, type: 6, width: 8, height: 8
Child: 160, type: 6, width: 21, height: 48
Child: 161, type: 6, width: 21, height: 48
Child: 162, type: 0, width: 512, height: 334
Child: 163, type: 0, width: 16391, height: 16391
Child: 164, type: 0, width: 16391, height: 16391
Child: 165, type: 5, width: 32, height: 334
Child: 166, type: 5, width: 462, height: 32
Child: 167, type: 5, width: 512, height: 32
Child: 168, type: 5, width: 32, height: 334
Child: 169, type: 5, width: 32, height: 32
Child: 170, type: 5, width: 32, height: 32
Child: 171, type: 5, width: 32, height: 32
Child: 172, type: 5, width: 32, height: 32
Child: 173, type: 0, width: 8192, height: 16391
Child: 174, type: 0, width: 8188, height: 16391
Child: 175, type: 0, width: 16391, height: 8192
Child: 176, type: 0, width: 16391, height: 8182
Child: 177, type: 0, width: 512, height: 334
Child: 178, type: 5, width: 256, height: 16384
Child: 179, type: 5, width: 256, height: 16391
Child: 180, type: 5, width: 16391, height: 167
Child: 181, type: 5, width: 16391, height: 166
