Child: 0, type: 0, width: 512, height: 334
Child: 1, type: 6, width: 518, height: 388
Child: 2, type: 6, width: 294, height: 454
Child: 3, type: 6, width: 362, height: 359
Child: 4, type: 6, width: 552, height: 551
Child: 5, type: 6, width: 176, height: 176
Child: 6, type: 6, width: 292, height: 157
Child: 7, type: 0, width: 335, height: 259
Child: 8, type: 6, width: 473, height: 255
Child: 9, type: 5, width: 26, height: 23
Child: 10, type: 0, width: 32, height: 32
Child: 11, type: 6, width: 3893, height: 769
Child: 12, type: 6, width: 24, height: 24
Child: 13, type: 6, width: 22, height: 24
Child: 14, type: 6, width: 23, height: 22
Child: 15, type: 6, width: 22, height: 21
Child: 16, type: 6, width: 24, height: 22
Child: 17, type: 6, width: 21, height: 22
Child: 18, type: 6, width: 22, height: 21
Child: 19, type: 0, width: 16391, height: 16391
Child: 20, type: 0, width: 16391, height: 16391
Child: 21, type: 5, width: 32, height: 334
Child: 22, type: 5, width: 462, height: 32
Child: 23, type: 5, width: 512, height: 32
Child: 24, type: 5, width: 32, height: 334
Child: 25, type: 5, width: 32, height: 32
Child: 26, type: 5, width: 32, height: 32
Child: 27, type: 5, width: 32, height: 32
Child: 28, type: 5, width: 32, height: 32
Child: 29, type: 0, width: 8192, height: 16391
Child: 30, type: 0, width: 8188, height: 16391
Child: 31, type: 0, width: 16391, height: 8192
Child: 32, type: 0, width: 16391, height: 8182
Child: 33, type: 0, width: 512, height: 334
Child: 34, type: 5, width: 256, height: 16384
Child: 35, type: 5, width: 256, height: 16391
Child: 36, type: 5, width: 16391, height: 167
Child: 37, type: 5, width: 16391, height: 166
