Child: 0, type: 6, width: 37, height: 230
Child: 1, type: 0, width: 164, height: 326
Child: 2, type: 0, width: 195, height: 334
Child: 3, type: 0, width: 164, height: 326
Child: 4, type: 0, width: 170, height: 338
Child: 5, type: 0, width: 164, height: 326
Child: 6, type: 0, width: 168, height: 330
Child: 7, type: 0, width: 164, height: 326
Child: 8, type: 0, width: 178, height: 329
Child: 9, type: 0, width: 164, height: 326
Child: 10, type: 0, width: 173, height: 331
Child: 11, type: 6, width: 47, height: 61
Child: 12, type: 6, width: 37, height: 230
Child: 13, type: 6, width: 47, height: 61
Child: 14, type: 6, width: 37, height: 230
Child: 15, type: 6, width: 59, height: 76
Child: 16, type: 6, width: 37, height: 230
Child: 17, type: 6, width: 59, height: 76
Child: 18, type: 6, width: 42, height: 265
Child: 19, type: 6, width: 69, height: 87
Child: 20, type: 0, width: 207, height: 165
