Child: 0, type: 3, width: 535, height: 343
Child: 1, type: 6, width: 222, height: 92
Child: 2, type: 6, width: 271, height: 115
Child: 3, type: 0, width: 32, height: 32
Child: 4, type: 0, width: 476, height: 332
Child: 5, type: 0, width: 476, height: 332
Child: 6, type: 0, width: 476, height: 332
Child: 7, type: 0, width: 476, height: 332
Child: 8, type: 6, width: 295, height: 126
Child: 9, type: 6, width: 38, height: 29
Child: 10, type: 0, width: 49, height: 43
Child: 11, type: 6, width: 38, height: 29
Child: 12, type: 0, width: 51, height: 40
Child: 13, type: 6, width: 27, height: 26
Child: 14, type: 0, width: 39, height: 37
Child: 15, type: 6, width: 205, height: 254
Child: 16, message: Place bar
Child: 17, type: 0, width: 150, height: 31
Child: 18, type: 0, width: 33, height: 167
Child: 19, type: 6, width: 27, height: 26
Child: 20, type: 0, width: 39, height: 36
Child: 21, type: 6, width: 27, height: 26
Child: 22, type: 0, width: 39, height: 36
Child: 23, message: Horizontal
Child: 24, message: Vertical
Child: 25, type: 6, width: 25, height: 9
Child: 26, type: 0, width: 39, height: 36
Child: 27, type: 6, width: 25, height: 25
Child: 28, type: 0, width: 39, height: 36
Child: 29, type: 3, width: 23, height: 20
Child: 30, message: 1
Child: 31, type: 5, width: 26, height: 23
Child: 32, type: 0, width: 512, height: 334
Child: 33, type: 6, width: 27, height: 27
Child: 34, type: 6, width: 179, height: 308
Child: 35, type: 6, width: 189, height: 320
Child: 36, type: 6, width: 72, height: 20
Child: 37, type: 6, width: 56, height: 31
Child: 38, type: 6, width: 13, height: 62
Child: 39, type: 6, width: 192, height: 327
Child: 40, type: 6, width: 28, height: 84
Child: 41, type: 6, width: 116, height: 26
Child: 42, type: 6, width: 56, height: 31
Child: 43, type: 6, width: 196, height: 328
Child: 44, type: 6, width: 32, height: 86
Child: 45, type: 6, width: 19, height: 169
Child: 46, type: 6, width: 61, height: 34
Child: 47, type: 6, width: 190, height: 327
Child: 48, type: 6, width: 126, height: 26
Child: 49, type: 6, width: 17, height: 60
Child: 50, type: 6, width: 19, height: 103
Child: 51, type: 6, width: 43, height: 37
Child: 52, type: 6, width: 43, height: 37
Child: 53, type: 6, width: 35, height: 34
Child: 54, type: 6, width: 44, height: 14
Child: 55, type: 6, width: 16, height: 47
Child: 56, type: 6, width: 35, height: 34
Child: 57, type: 6, width: 35, height: 34
Child: 58, type: 6, width: 27, height: 11
Child: 59, type: 0, width: 512, height: 334
Child: 60, type: 0, width: 16391, height: 16391
Child: 61, type: 0, width: 16391, height: 16391
Child: 62, type: 5, width: 32, height: 334
Child: 63, type: 5, width: 462, height: 32
Child: 64, type: 5, width: 512, height: 32
Child: 65, type: 5, width: 32, height: 334
Child: 66, type: 5, width: 32, height: 32
Child: 67, type: 5, width: 32, height: 32
Child: 68, type: 5, width: 32, height: 32
Child: 69, type: 5, width: 32, height: 32
Child: 70, type: 0, width: 8192, height: 16391
Child: 71, type: 0, width: 8188, height: 16391
Child: 72, type: 0, width: 16391, height: 8192
Child: 73, type: 0, width: 16391, height: 8182
Child: 74, type: 0, width: 512, height: 334
Child: 75, type: 5, width: 256, height: 16384
Child: 76, type: 5, width: 256, height: 16391
Child: 77, type: 5, width: 16391, height: 167
Child: 78, type: 5, width: 16391, height: 166
