Child: 0, type: 3, width: 488, height: 305
Child: 1, type: 5, width: 485, height: 300
Child: 2, type: 5, width: 7, height: 241
Child: 3, type: 5, width: 32, height: 32
Child: 4, type: 5, width: 32, height: 243
Child: 5, type: 5, width: 424, height: 7
Child: 6, type: 5, width: 423, height: 32
Child: 7, type: 5, width: 32, height: 32
Child: 8, type: 5, width: 32, height: 32
Child: 9, type: 5, width: 32, height: 32
Child: 10, type: 5, width: 465, height: 6
Child: 11, type: 5, width: 32, height: 32
Child: 12, type: 5, width: 32, height: 32
Child: 13, type: 5, width: 16, height: 16
Child: 14, message: Grand Exchange
Child: 15, type: 5, width: 25, height: 25
Child: 16, type: 0, width: 512, height: 334
Child: 17, message: Shown below is a summary of all your current offers.
Child: 18, type: 0, width: 140, height: 110
Child: 19, type: 0, width: 140, height: 110
Child: 20, type: 5, width: 32, height: 45
Child: 21, type: 5, width: 47, height: 32
Child: 22, type: 5, width: 32, height: 45
Child: 23, type: 5, width: 47, height: 32
Child: 24, type: 5, width: 32, height: 45
Child: 25, type: 5, width: 47, height: 32
Child: 26, type: 5, width: 32, height: 45
Child: 27, type: 5, width: 47, height: 32
Child: 28, type: 5, width: 35, height: 35
Child: 29, type: 5, width: 35, height: 35
Child: 30, type: 0, width: 51, height: 46
Child: 31, type: 0, width: 51, height: 46
Child: 32, type: 0, width: 140, height: 110
Child: 33, type: 0, width: 140, height: 110
Child: 34, type: 5, width: 32, height: 45
Child: 35, type: 5, width: 47, height: 32
Child: 36, type: 5, width: 32, height: 45
Child: 37, type: 5, width: 47, height: 32
Child: 38, type: 5, width: 32, height: 45
Child: 39, type: 5, width: 47, height: 32
Child: 40, type: 5, width: 32, height: 45
Child: 41, type: 5, width: 47, height: 32
Child: 42, type: 5, width: 35, height: 35
Child: 43, type: 5, width: 35, height: 35
Child: 44, type: 0, width: 51, height: 46
Child: 45, type: 0, width: 51, height: 46
Child: 46, type: 0, width: 140, height: 110
Child: 47, type: 0, width: 140, height: 110
Child: 48, type: 5, width: 32, height: 45
Child: 49, type: 5, width: 47, height: 32
Child: 50, type: 5, width: 32, height: 45
Child: 51, type: 5, width: 47, height: 32
Child: 52, type: 5, width: 32, height: 45
Child: 53, type: 5, width: 47, height: 32
Child: 54, type: 5, width: 32, height: 45
Child: 55, type: 5, width: 47, height: 32
Child: 56, type: 5, width: 35, height: 35
Child: 57, type: 5, width: 35, height: 35
Child: 58, type: 0, width: 51, height: 46
Child: 59, type: 0, width: 51, height: 46
Child: 60, type: 0, width: 140, height: 110
Child: 61, type: 3, width: 140, height: 110
Child: 62, type: 5, width: 140, height: 110
Child: 63, type: 0, width: 140, height: 110
Child: 64, type: 0, width: 140, height: 110
Child: 65, type: 5, width: 32, height: 45
Child: 66, type: 5, width: 47, height: 32
Child: 67, type: 5, width: 32, height: 45
Child: 68, type: 5, width: 47, height: 32
Child: 69, type: 5, width: 32, height: 45
Child: 70, type: 5, width: 47, height: 32
Child: 71, type: 5, width: 32, height: 45
Child: 72, type: 5, width: 47, height: 32
Child: 73, type: 5, width: 35, height: 35
Child: 74, type: 5, width: 35, height: 35
Child: 75, type: 0, width: 51, height: 46
Child: 76, type: 0, width: 51, height: 46
Child: 77, type: 0, width: 140, height: 110
Child: 78, type: 3, width: 140, height: 110
Child: 79, type: 5, width: 140, height: 110
Child: 80, type: 0, width: 140, height: 110
Child: 81, type: 0, width: 140, height: 110
Child: 82, type: 5, width: 32, height: 45
Child: 83, type: 5, width: 47, height: 32
Child: 84, type: 5, width: 32, height: 45
Child: 85, type: 5, width: 47, height: 32
Child: 86, type: 5, width: 32, height: 45
Child: 87, type: 5, width: 47, height: 32
Child: 88, type: 5, width: 32, height: 45
Child: 89, type: 5, width: 47, height: 32
Child: 90, type: 5, width: 35, height: 35
Child: 91, type: 5, width: 35, height: 35
Child: 92, type: 0, width: 51, height: 46
Child: 93, type: 0, width: 51, height: 46
Child: 94, type: 0, width: 140, height: 110
Child: 95, type: 3, width: 140, height: 110
