Child: 0, type: 5, width: 26, height: 23
Child: 1, type: 6, width: 41, height: 18
Child: 2, type: 6, width: 325, height: 310
Child: 3, type: 6, width: 99, height: 86
Child: 4, type: 6, width: 15, height: 15
Child: 5, type: 6, width: 19, height: 12
Child: 6, type: 6, width: 11, height: 14
Child: 7, type: 6, width: 93, height: 104
Child: 8, type: 6, width: 98, height: 87
Child: 9, type: 6, width: 87, height: 98
Child: 10, type: 6, width: 11, height: 4
Child: 11, type: 6, width: 26, height: 26
Child: 12, type: 6, width: 26, height: 26
Child: 13, type: 6, width: 5, height: 11
Child: 14, type: 6, width: 5, height: 11
Child: 15, type: 6, width: 5, height: 11
Child: 16, type: 6, width: 5, height: 11
Child: 17, type: 6, width: 11, height: 4
Child: 18, type: 6, width: 26, height: 26
Child: 19, type: 6, width: 26, height: 26
Child: 20, type: 6, width: 26, height: 26
Child: 21, type: 6, width: 26, height: 26
Child: 22, type: 6, width: 5, height: 11
Child: 23, type: 6, width: 11, height: 4
Child: 24, type: 6, width: 24, height: 23
Child: 25, message: 2N
Child: 26, message: 3W
Child: 27, message: 3N
Child: 28, message: 2W
Child: 29, message: 3N
Child: 30, type: 6, width: 10, height: 11
Child: 31, type: 6, width: 12, height: 14
Child: 32, type: 6, width: 10, height: 11
Child: 33, type: 6, width: 11, height: 10
Child: 34, type: 6, width: 10, height: 18
Child: 35, type: 6, width: 10, height: 18
Child: 36, type: 6, width: 10, height: 18
Child: 37, type: 6, width: 11, height: 10
Child: 38, type: 6, width: 16, height: 15
Child: 39, type: 6, width: 15, height: 11
Child: 40, type: 6, width: 10, height: 10
Child: 41, type: 6, width: 10, height: 11
Child: 42, type: 6, width: 14, height: 12
Child: 43, type: 6, width: 10, height: 18
Child: 44, type: 6, width: 10, height: 18
Child: 45, type: 6, width: 10, height: 18
Child: 46, type: 6, width: 10, height: 18
Child: 47, type: 6, width: 12, height: 14
Child: 48, type: 6, width: 10, height: 11
Child: 49, type: 6, width: 12, height: 14
Child: 50, type: 6, width: 12, height: 14
Child: 51, type: 6, width: 19, height: 12
Child: 52, type: 6, width: 12, height: 14
Child: 53, type: 6, width: 10, height: 11
Child: 54, type: 6, width: 15, height: 11
Child: 55, type: 6, width: 11, height: 10
Child: 56, type: 6, width: 10, height: 18
Child: 57, type: 6, width: 10, height: 18
Child: 58, type: 6, width: 11, height: 10
Child: 59, type: 6, width: 16, height: 15
Child: 60, type: 6, width: 10, height: 18
Child: 61, type: 6, width: 14, height: 12
Child: 62, type: 6, width: 19, height: 12
Child: 63, type: 6, width: 19, height: 12
Child: 64, type: 6, width: 12, height: 18
Child: 65, type: 6, width: 14, height: 12
Child: 66, type: 6, width: 10, height: 11
Child: 67, type: 6, width: 14, height: 12
Child: 68, type: 6, width: 10, height: 11
Child: 69, type: 6, width: 15, height: 16
Child: 70, type: 6, width: 15, height: 16
Child: 71, type: 6, width: 15, height: 11
Child: 72, type: 6, width: 11, height: 10
Child: 73, type: 6, width: 10, height: 18
Child: 74, type: 6, width: 10, height: 18
Child: 75, type: 6, width: 10, height: 18
Child: 76, type: 6, width: 10, height: 18
Child: 77, type: 6, width: 18, height: 11
Child: 78, type: 6, width: 18, height: 11
Child: 79, type: 6, width: 18, height: 11
Child: 80, type: 6, width: 18, height: 11
Child: 81, type: 6, width: 41, height: 18
Child: 82, type: 6, width: 41, height: 18
Child: 83, type: 6, width: 15, height: 15
Child: 84, type: 6, width: 15, height: 15
Child: 85, type: 6, width: 26, height: 26
Child: 86, type: 0, width: 512, height: 334
